City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
bud,5.0,NO,1573430458.0,79.0,62.91,6.91,-3.0,4.1
sigli,71.0,ID,1573430458.0,78.0,5.38,95.96,26.63,3.08
haines junction,0.0,CA,1573430459.0,58.0,60.75,-137.51,-16.32,0.41
kondinskoye,100.0,RU,1573430459.0,91.0,59.65,67.41,-11.6,2.72
ilhabela,91.0,BR,1573430701.0,88.0,-23.78,-45.36,24.07,4.17
conceicao do araguaia,100.0,BR,1573430460.0,83.0,-8.26,-49.26,25.03,1.19
rosetta,0.0,EG,1573430460.0,73.0,31.4,30.42,23.0,2.6
salym,38.0,RU,1573430461.0,93.0,60.06,71.48,-15.52,1.77
qasigiannguit,100.0,GL,1573430461.0,32.0,68.82,-51.19,5.0,8.7
bilibino,84.0,RU,1573430462.0,54.0,68.06,166.44,-7.92,2.16
conakry,0.0,GN,1573430462.0,80.0,9.52,-13.7,27.29,2.28
soc trang,20.0,VN,1573430463.0,94.0,9.6,105.98,24.0,1.9
hamilton,90.0,CA,1573430274.0,75.0,43.26,-79.87,5.56,4.1
sinnamary,61.0,GF,1573430464.0,84.0,5.38,-52.96,27.63,6.87
moose factory,90.0,CA,1573430464.0,84.0,51.26,-80.61,-13.0,3.6
taiyuan,0.0,CN,1573430465.0,69.0,37.86,112.56,1.0,2.0
sao felix do xingu,100.0,BR,1573430465.0,93.0,-6.64,-51.99,23.67,1.16
kruisfontein,92.0,ZA,1573430466.0,85.0,-34.0,24.73,17.26,7.76
kaa-khem,100.0,RU,1573430467.0,52.0,51.7,94.56,-8.63,3.26
pudozh,100.0,RU,1573430467.0,99.0,61.81,36.54,4.0,2.51
ntungamo,82.0,UG,1573430467.0,90.0,-0.87,30.27,16.57,0.94
sumoto,75.0,JP,1573430468.0,72.0,34.35,134.9,18.33,6.2
mansa,40.0,IN,1573430468.0,69.0,23.43,72.66,24.0,2.6
shingu,75.0,JP,1573430469.0,87.0,33.72,135.99,15.0,1.0
kaminskiy,100.0,RU,1573430469.0,95.0,57.16,41.47,3.67,4.08
nerchinskiy zavod,0.0,RU,1573430469.0,53.0,51.31,119.61,-10.54,5.69
diego de almagro,0.0,CL,1573430470.0,48.0,-26.39,-70.05,15.24,1.46
camacha,40.0,PT,1573430470.0,68.0,33.08,-16.33,19.0,4.6
poltavka,100.0,RU,1573430470.0,47.0,54.36,71.76,-6.13,1.5
wanning,75.0,AT,1573430471.0,93.0,48.64,13.53,3.33,1.5
enshi,64.0,CN,1573430471.0,81.0,30.29,109.48,10.04,0.3
rocha,0.0,UY,1573430472.0,95.0,-34.48,-54.34,12.12,3.03
talnakh,75.0,RU,1573430472.0,76.0,69.49,88.39,-24.0,3.0
kununurra,72.0,AU,1573430473.0,62.0,-15.77,128.74,31.0,1.5
flinders,67.0,AU,1573430473.0,37.0,-34.58,150.85,25.0,3.6
muli,70.0,CN,1573430473.0,64.0,28.08,109.56,14.92,0.3
uvalde,90.0,US,1573430474.0,77.0,29.21,-99.79,20.0,2.6
kurilsk,100.0,RU,1573430474.0,70.0,45.23,147.88,3.1,3.26
waingapu,0.0,ID,1573430475.0,73.0,-9.65,120.26,27.54,1.52
taoudenni,0.0,ML,1573430475.0,24.0,22.68,-3.98,18.14,2.66
ouesso,52.0,CG,1573430476.0,98.0,1.61,16.05,21.65,1.9
nanortalik,100.0,GL,1573430476.0,89.0,60.14,-45.24,-0.67,23.55
tiarei,75.0,PF,1573430477.0,78.0,-17.53,-149.33,27.0,6.2
baie-comeau,90.0,CA,1573430427.0,93.0,49.22,-68.15,2.0,5.1
batemans bay,36.0,AU,1573430478.0,71.0,-35.71,150.18,22.22,4.47
fort nelson,5.0,CA,1573430478.0,71.0,58.81,-122.69,-14.0,1.5
pokhara,0.0,NP,1573430348.0,84.0,28.21,83.99,14.73,1.13
krasnyy chikoy,70.0,RU,1573430479.0,85.0,50.36,108.75,-13.25,0.48
hervey bay,0.0,AU,1573430479.0,28.0,-25.3,152.85,31.67,4.6
dauriya,0.0,RU,1573430480.0,49.0,49.93,116.85,-9.11,7.4
sungairaya,38.0,ID,1573430480.0,80.0,0.7,108.9,27.41,1.15
sola,89.0,TZ,1573430481.0,71.0,-3.17,33.8,21.39,1.78
wahpeton,100.0,US,1573430481.0,72.0,46.27,-96.61,-8.0,4.1
najran,0.0,SA,1573430482.0,36.0,17.54,44.22,18.0,1.66
khawhai,98.0,IN,1573430482.0,92.0,23.52,93.19,17.81,1.03
mutoko,47.0,ZW,1573430483.0,80.0,-17.4,32.23,17.89,1.74
sernur,100.0,RU,1573430484.0,91.0,56.93,49.15,1.39,6.25
kyabe,52.0,TD,1573430484.0,28.0,9.45,18.94,24.78,1.32
mayor pablo lagerenza,100.0,PY,1573430484.0,73.0,-19.93,-60.77,24.51,0.81
nadym,0.0,RU,1573430485.0,94.0,65.53,72.51,-23.79,3.47
muhos,90.0,FI,1573430485.0,85.0,64.81,26.0,-6.0,3.6
bad windsheim,90.0,DE,1573430486.0,100.0,49.5,10.42,2.78,0.97
sarakhs,0.0,TM,1573430486.0,40.0,36.54,61.16,5.96,3.18
praia da vitoria,20.0,PT,1573430486.0,93.0,38.73,-27.07,17.0,1.17
port blair,0.0,IN,1573430487.0,70.0,11.67,92.75,27.42,0.9
bajil,18.0,ES,1573430488.0,72.0,38.23,-2.07,3.89,4.92
akdepe,0.0,TM,1573430488.0,86.0,42.05,59.39,1.0,2.1
pakdasht,0.0,IR,1573430489.0,42.0,35.48,51.68,9.0,2.1
saldanha,95.0,PT,1573430490.0,91.0,41.42,-6.55,6.19,1.44
mount isa,82.0,AU,1573430490.0,8.0,-20.73,139.49,32.0,4.1
namibe,53.0,AO,1573430490.0,83.0,-15.19,12.15,25.33,1.94
kempsey,75.0,AU,1573430491.0,56.0,-31.08,152.84,24.44,2.1
visnes,98.0,NO,1573430491.0,100.0,59.36,5.22,1.11,3.6
porto novo,75.0,BR,1573430492.0,88.0,-23.68,-45.44,22.0,2.6
casablanca,75.0,MA,1573430466.0,76.0,33.6,-7.62,15.56,3.1
kapit,21.0,MY,1573430492.0,86.0,2.02,112.94,25.52,0.69
uvira,99.0,CD,1573430493.0,88.0,-3.41,29.14,11.73,0.66
lasa,35.0,CY,1573430493.0,45.0,34.92,32.53,20.0,4.6
greifswald,0.0,DE,1573430493.0,90.0,54.1,13.38,3.33,0.45
luanda,75.0,AO,1573430407.0,78.0,-8.83,13.24,27.0,2.6
sakhnovshchyna,0.0,UA,1573430494.0,92.0,49.15,35.87,7.31,3.99
zaozerne,99.0,UA,1573430495.0,90.0,51.37,23.94,8.08,3.51
carnarvon,28.0,ZA,1573430495.0,55.0,-30.97,22.13,16.36,4.37
sungaipenuh,100.0,ID,1573430495.0,94.0,-2.08,101.38,17.98,0.64
havre-saint-pierre,90.0,CA,1573430496.0,82.0,50.23,-63.6,0.0,7.7
pangnirtung,96.0,CA,1573430311.0,61.0,66.15,-65.72,-8.79,4.55
teguldet,98.0,RU,1573430497.0,89.0,57.31,88.17,-16.73,2.55
isiro,100.0,CD,1573430497.0,96.0,2.77,27.62,19.99,0.91
ancud,100.0,CL,1573430499.0,72.0,-41.87,-73.83,15.0,3.1
mount gambier,99.0,AU,1573430316.0,55.0,-37.83,140.78,18.0,7.7
olkhovka,84.0,RU,1573430500.0,85.0,53.21,60.61,-6.71,2.54
whitley bay,75.0,GB,1573430500.0,100.0,55.04,-1.44,5.56,3.6
klaeng,85.0,TH,1573430500.0,67.0,12.78,101.65,26.11,2.39
batsfjord,20.0,NO,1573430501.0,72.0,70.63,29.72,-9.0,5.7
gaya,44.0,IN,1573430469.0,72.0,24.8,85.01,21.13,1.99
puerto madero,6.0,AR,1573430502.0,68.0,-34.61,-58.36,21.0,7.7
penzance,100.0,GB,1573430502.0,70.0,50.12,-5.53,10.0,9.3
saint-francois,90.0,FR,1573430502.0,96.0,46.42,3.91,0.0,0.48
yaring,93.0,TH,1573430503.0,80.0,6.87,101.37,26.93,4.61
kysyl-syr,34.0,RU,1573430504.0,90.0,63.9,122.77,-26.76,3.43
goragorskiy,90.0,RU,1573430504.0,87.0,43.5,45.08,8.0,2.0
fayaoue,35.0,NC,1573430505.0,77.0,-20.65,166.53,23.1,7.49
aswan,0.0,EG,1573430505.0,47.0,24.09,32.9,25.0,5.1
rosetown,37.0,CA,1573430266.0,71.0,51.55,-107.99,-19.44,1.34
saginaw,90.0,US,1573430438.0,69.0,43.42,-83.95,3.0,1.5
meulaboh,99.0,ID,1573430506.0,78.0,4.14,96.13,26.43,1.35
chengde,0.0,CN,1573430507.0,63.0,40.97,117.93,3.41,1.32
cartagena,83.0,ES,1573430507.0,47.0,37.63,-1.0,13.0,8.2
si sa ket,100.0,TH,1573430508.0,68.0,15.12,104.33,23.89,2.1
mbini,100.0,GQ,1573430509.0,82.0,1.58,9.62,26.89,3.45
strezhevoy,0.0,RU,1573430509.0,82.0,60.73,77.6,-28.0,1.0
champoton,40.0,MX,1573430509.0,78.0,19.35,-90.72,27.0,5.1
poya,9.0,NC,1573430510.0,65.0,-21.35,165.16,21.69,6.93
half moon bay,1.0,US,1573430510.0,33.0,37.46,-122.43,24.44,3.6
lata,100.0,IN,1573430511.0,20.0,30.78,78.62,-3.72,1.31
port hueneme,75.0,US,1573430511.0,82.0,34.15,-119.2,24.44,1.5
parker,90.0,US,1573430512.0,100.0,43.4,-97.14,-4.0,8.7
hobyo,15.0,SO,1573430512.0,82.0,5.35,48.53,24.98,4.67
sajanan,40.0,TN,1573430512.0,76.0,37.06,9.24,12.0,2.1
rockport,1.0,US,1573430513.0,88.0,28.02,-97.05,22.0,2.6
paramonga,64.0,PE,1573430513.0,93.0,-10.68,-77.82,16.56,4.77
jinotega,40.0,NI,1573430513.0,73.0,13.09,-86.0,24.0,2.1
warrnambool,92.0,AU,1573430514.0,40.0,-38.38,142.48,21.11,4.02
gizo,68.0,IL,1573430514.0,23.0,31.8,34.94,24.0,0.5
nueva rosita,95.0,MX,1573430514.0,66.0,27.94,-101.22,20.83,4.79
elizabeth city,1.0,US,1573430515.0,81.0,36.3,-76.22,13.33,3.96
alekseyevka,90.0,RU,1573430515.0,83.0,53.25,50.49,0.0,3.0
abancay,100.0,PE,1573430515.0,85.0,-13.64,-72.88,12.47,1.84
starogard gdanski,75.0,PL,1573430516.0,86.0,53.96,18.53,6.11,2.6
gisborne,1.0,NZ,1573430516.0,40.0,-38.66,178.02,22.22,4.92
idah,100.0,NG,1573430517.0,91.0,7.11,6.73,23.46,1.67
natitingou,100.0,BJ,1573430517.0,39.0,10.31,1.38,25.02,2.01
mataram,26.0,ID,1573430518.0,85.0,-5.32,105.06,24.37,2.26
ponta delgada,20.0,PT,1573430518.0,82.0,37.73,-25.67,17.0,3.1
mezen,97.0,RU,1573430518.0,95.0,65.85,44.24,-7.65,3.53
neiafu,75.0,TO,1573430519.0,78.0,-18.65,-173.98,27.0,5.1
that phanom,100.0,TH,1573430519.0,75.0,16.94,104.73,17.71,2.48
tilichiki,100.0,RU,1573430520.0,96.0,60.47,166.1,-4.05,2.32
cherskiy,75.0,RU,1573430520.0,54.0,68.75,161.3,-11.09,0.22
skjervoy,18.0,NO,1573430520.0,46.0,70.03,20.97,-0.29,3.7
taganak,75.0,PH,1573430521.0,94.0,6.08,118.3,25.0,1.5
kabare,97.0,RW,1573430521.0,90.0,-1.65,29.38,11.01,0.99
bure,100.0,NG,1573430522.0,30.0,10.52,10.33,26.23,0.98
kaseda,20.0,JP,1573430522.0,100.0,31.42,130.32,13.0,1.0
zeya,100.0,RU,1573430523.0,94.0,53.74,127.27,-10.71,2.6
kenitra,75.0,MA,1573430523.0,77.0,34.26,-6.57,16.67,2.6
ternate,75.0,PH,1573430523.0,78.0,14.29,120.72,27.22,3.1
bongandanga,74.0,CD,1573430524.0,99.0,1.51,21.07,21.71,0.82
tari,100.0,NG,1573430524.0,26.0,12.41,4.49,27.16,1.91
coquimbo,20.0,CL,1573430524.0,82.0,-29.95,-71.34,15.0,5.1
puri,75.0,ID,1573430525.0,69.0,-7.54,112.45,27.61,1.05
kalemie,100.0,CD,1573430525.0,85.0,-5.95,29.2,19.67,0.95
zhanakorgan,20.0,KZ,1573430526.0,55.0,43.91,67.25,1.6,4.25
camopi,86.0,GF,1573430526.0,60.0,3.17,-52.33,26.68,2.25
viedma,76.0,AR,1573430526.0,78.0,-40.81,-62.99,12.04,6.86
balakhta,100.0,RU,1573430527.0,72.0,55.38,91.62,-12.22,2.77
abilene,1.0,US,1573430386.0,60.0,32.45,-99.73,22.22,5.25
huanren,87.0,CN,1573430527.0,83.0,41.26,125.37,5.71,2.86
port macquarie,90.0,AU,1573430528.0,59.0,-31.43,152.91,24.44,1.5
emerald,45.0,AU,1573430528.0,17.0,-23.53,148.16,29.44,2.6
muros,90.0,ES,1573430528.0,100.0,42.77,-9.06,13.89,1.5
soyo,29.0,AO,1573430529.0,89.0,-6.13,12.37,25.49,2.32
yinchuan,2.0,CN,1573430529.0,27.0,38.48,106.21,4.81,0.24
bedele,49.0,ET,1573430529.0,93.0,8.46,36.35,14.46,0.59
borogontsy,68.0,RU,1573430530.0,98.0,62.67,131.17,-23.13,0.77
constantine,90.0,DZ,1573430531.0,87.0,36.36,6.61,6.0,4.1
leo,33.0,BF,1573430531.0,33.0,11.1,-2.1,27.36,2.11
asheville,1.0,US,1573430349.0,47.0,35.6,-82.55,13.0,1.5
lahij,0.0,YE,1573430532.0,76.0,13.06,44.88,25.0,5.06
nador,51.0,MA,1573430533.0,59.0,35.17,-2.93,16.0,9.8
kyshtovka,0.0,RU,1573430533.0,83.0,56.56,76.62,-11.82,1.58
concordia,12.0,AR,1573430533.0,90.0,-31.4,-58.02,18.87,3.99
lensk,94.0,RU,1573430534.0,97.0,60.71,114.91,-23.63,2.27
kaka,0.0,TM,1573430535.0,47.0,37.35,59.62,4.7,2.11
deputatskiy,100.0,RU,1573430535.0,97.0,69.3,139.9,-17.45,0.81
kumluca,46.0,TR,1573430536.0,35.0,36.37,30.29,17.49,2.39
boende,40.0,CD,1573430536.0,96.0,-0.28,20.88,22.04,0.17
acapulco,20.0,MX,1573430353.0,79.0,16.86,-99.88,30.0,3.6
lovozero,100.0,RU,1573430537.0,97.0,68.01,35.02,-12.76,1.22
saint-pierre,17.0,FR,1573430537.0,100.0,48.95,4.24,6.0,3.1
bahia blanca,79.0,AR,1573430403.0,67.0,-38.72,-62.27,16.76,8.78
codrington,90.0,AU,1573430538.0,53.0,-28.95,153.24,25.56,2.26
grand island,40.0,US,1573430369.0,64.0,40.92,-98.34,4.0,10.8
oxelosund,75.0,SE,1573430538.0,92.0,58.67,17.1,-2.0,1.0
saint-joseph,75.0,FR,1573430539.0,81.0,43.56,6.97,14.0,3.1
santiago de cao,20.0,PE,1573430383.0,82.0,-7.96,-79.24,18.0,5.1
chimore,100.0,BO,1573430539.0,99.0,-16.98,-65.13,21.36,1.02
laguna,75.0,BZ,1573430540.0,70.0,16.17,-88.94,29.0,2.1
wanganui,71.0,NZ,1573430540.0,65.0,-39.93,175.05,16.11,12.96
tevriz,50.0,RU,1573430540.0,87.0,57.51,72.4,-10.75,1.5
oussouye,94.0,SN,1573430541.0,88.0,12.49,-16.54,25.0,2.1
kazachinskoye,97.0,RU,1573430541.0,97.0,57.69,93.28,-21.21,2.52
zhigansk,100.0,RU,1573430541.0,95.0,66.77,123.37,-17.83,2.8
